fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"2249",MG302     ,Glan Hafon Ring Cairn                                                                                                                                 ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1377,"-3.38016531587313","52.8385429992762"
"2250",MG303     ,Allt Gethin Round Cairn                                                                                                                               ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1378,"-3.4215879436913","52.4756714625075"
"2251",CN330,Cae'r Haidd Deserted Rural Settlement,Medieval,Platform house,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1379,"-3.97829134913805","53.2390004204793"
"2252",BR150,Town Wall at Watton Mount,Medieval,Town Defences,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1380,"-3.38829734196079","51.9466893815878"
"2253",BR003,Y Pigwyn,Roman,Marching Camp,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1381,"-3.70726917124629","51.9670810936797"
"2254",PE555     ,Treffgarne Gorge Defended Enclosure                                                                                                                   ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1382,"-4.96445199358852","51.8799348068791"
"2255",PE556     ,Nant y Coy Bridge Defended Enclosure                                                                                                                  ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1383,"-4.97405223349018","51.8881123969454"
"2256",CM385     ,Cwmdu Defended Enclosure                                                                                                                              ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1384,"-3.91785420011216","51.89414543231"
"2257",PE559,Posty Defended Enclosure,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1385,"-4.79891012791968","51.8745157042032"
"2258",PE561     ,Henfeddau Fawr Defended Enclosure                                                                                                                     ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1386,"-4.54845236463686","51.9548561557856"
"2259",PE557,Defended Enclosure 400m ESE of Pen-Feidr,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1387,"-4.84078592834623","51.9213832296845"
"2260",PE563     ,Trelessy Defended Enclosure                                                                                                                           ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1388,"-4.64493461782188","51.7394546041122"
"2261",RD065     ,Twyn y Garth Round Barrows                                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2591,"-3.30350067597333","52.0849672499993"
"2262",PE564     ,Cwmbettws Defended Enclosure                                                                                                                          ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1389,"-4.66969085895502","52.0293723964242"
"2263",CM387     ,Capel Isaf Cemetery                                                                                                                                   ,Medieval,Cemetery,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1390,"-4.14215130743466","51.6845565298265"
"2264",RD084     ,Three Round Barrows NW of Fiddler's Green Farm                                                                                                        ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2592,"-3.30750591924702","52.4299929748437"
"2265",RD074     ,Aberedw Hill Round Barrows                                                                                                                            ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2593,"-3.33867397518103","52.145373059692"
"2266",CM389,Roman Fortlet 300m SW of Gallt yr Adar Fawr,Roman,Fort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1391,"-3.87134002942201","51.9945409819681"
"2267",CM390,"Cwrt Malle moated site, Llangynog",Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1392,"-4.35694422680919","51.8302585924077"
"2268",ME262     ,Roman Road extending SE 650m from Llyn Hiraethlyn toward Glasgoed                                                                                     ,Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1393,"-3.86797412955298","52.9134377342098"
"2269",ME264     ,Pen y Gyrn Roman Road                                                                                                                                 ,Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1394,"-3.6432521238047","52.8468315379345"
"2270",AN158     ,Y Werthyr Hillfort                                                                                                                                    ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1397,"-4.45936914298805","53.3304391700947"
"2271",ME011     ,Gwern Einion Burial Chamber                                                                                                                           ,Neolithic,Chambered Tomb,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2456,"-4.09858330883391","52.8364249340189"
"2272",ME265,Defended Settlement 150m NW of Plas Ynysfor,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1398,"-4.08695162126672","52.963870581873"
"2273",MG338     ,Round Hut 700m NNE of Garreg Hir                                                                                                                      ,Prehistoric,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1399,"-3.48128608123977","52.5721879446624"
"2274",ME021     ,Moel Offrwm Camp                                                                                                                                      ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2457,"-3.85488267076437","52.7718370683191"
"2275",ME267     ,Foel Faner Defended Enclosure                                                                                                                         ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1400,"-3.87962985604323","52.7666724938355"
"2276",ME023     ,Castell y Bere,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2458,"-3.97108015590631","52.6582701367978"
"2277",ME024     ,Tyfos Stone Circle                                                                                                                                    ,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2459,"-3.44701158235282","52.9374030523252"
"2278",MG337     ,Roundton Hillfort                                                                                                                                     ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1401,"-3.04264037944286","52.5480846109195"
"2279",CN408     ,Garn Saethon Defended Settlement                                                                                                                      ,Prehistoric,Enclosure - Defensive,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1402,"-4.53047565739701","52.8741399971147"
"2280",MG339     ,Round Hut 400m NE of Garreg Hir                                                                                                                       ,Prehistoric,Hut Circle Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1403,"-3.48026709406892","52.5691362219223"
"2281",CN219,Ty'n Twr,Medieval,Building (Unclassified),http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1407,"-4.05706261929231","53.1734381008109"
"2282",BR222,Abercrave Ironworks,Post Medieval/Modern,Ironworks,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1409,"-3.72724752697661","51.7994576947698"
"2283",CN231     ,Hut Circles NE of Garreg Lefain                                                                                                                       ,Prehistoric,Unenclosed hut circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1410,"-4.17676998886544","53.1317178761147"
"2284",MM056     ,Abergavenny Castle                                                                                                                                    ,Medieval,Castle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=2970,"-3.01749437289783","51.819693544612"
